step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
1280.0,18,164.0,4.315789473684211,6.435885578025103,18,536.0,0.27096731775903676,18,536.0
1285.0,14,146.0,4.294117647058823,5.95570768997414,14,556.0,0.2981641706000496,14,556.0
1290.0,14,201.0,5.911764705882353,6.564747299699032,14,565.0,0.3140991391732486,14,565.0
1295.0,12,254.0,8.193548387096774,5.596167996524767,12,615.0,0.21770092493218887,12,615.0
1300.0,15,324.0,8.307692307692308,7.597400328311045,15,677.0,0.4065069638895286,15,677.0
1305.0,15,399.0,11.083333333333334,6.453421479741419,15,752.0,0.3119076346166485,15,752.0
1310.0,21,488.0,13.555555555555555,4.547221599770991,21,841.0,0.23259945045163363,21,841.0
1315.0,19,533.0,16.151515151515152,4.141918891476105,19,913.0,0.2201325433646669,19,913.0
1320.0,19,628.0,17.444444444444443,4.403486479745084,19,981.0,0.21091117296749595,19,981.0
1325.0,18,416.0,11.555555555555555,4.169161624817436,18,851.0,0.2132888825898862,18,851.0
1330.0,10,120.0,3.1578947368421053,5.303276603686816,10,537.0,0.2604609349649113,10,537.0
1335.0,12,90.0,2.1951219512195124,5.78695637211029,12,563.0,0.3185525255871628,12,563.0
1340.0,15,141.0,3.4390243902439024,6.299365677516008,15,590.0,0.35864834532667217,15,590.0
1345.0,21,230.0,5.609756097560975,5.882527453319285,21,668.0,0.2355820488225747,21,668.0
1350.0,17,244.0,6.1,5.1553424339284675,17,722.0,0.2508890896291969,17,722.0
1355.0,20,337.0,9.36111111111111,4.888098382689852,20,775.0,0.1962329304547169,20,775.0
1360.0,15,292.0,7.487179487179487,5.218864394297004,15,665.0,0.24712422525337202,15,665.0
1365.0,11,186.0,5.166666666666667,6.73158452049223,11,348.0,0.3118673290354597,11,348.0
1370.0,9,145.0,3.5365853658536586,6.583560270736254,9,358.0,0.35646684586903304,9,358.0
1375.0,10,166.0,4.368421052631579,7.754071824219397,10,342.0,0.46025215533792163,10,342.0
1380.0,10,216.0,5.837837837837838,7.068814225766765,10,379.0,0.3259660632391343,10,379.0
1385.0,18,291.0,7.864864864864865,6.702364414617172,18,453.0,0.23477629911568365,18,453.0
1390.0,14,205.0,6.212121212121212,6.017787140417269,14,380.0,0.283439267803899,14,380.0
1395.0,19,286.0,9.225806451612904,4.548151240208955,19,448.0,0.21282888543488557,19,448.0
1400.0,16,360.0,11.25,4.89269996670819,16,529.0,0.257723824537359,16,529.0
1405.0,16,440.0,12.941176470588236,6.003334065725483,16,602.0,0.3153959069733766,16,602.0
1410.0,12,354.0,9.833333333333334,6.830657551023113,12,603.0,0.3478055280441839,12,603.0
1415.0,13,401.0,11.457142857142857,5.641661697593566,13,567.0,0.23464458156823512,13,567.0
1420.0,14,459.0,13.5,5.458072134377304,14,630.0,0.24778026890884916,14,630.0
1425.0,17,543.0,15.970588235294118,6.002109173200367,17,709.0,0.2490640423505466,17,709.0
